#  LAMBDA(A)    ALB(GAL)     EXT(GAL)     ALB(LMC)     EXT(LMC)     ALB(SMC)     EXT(SMC)
  2.25250E+03  4.85413E-01  2.24452E+00  6.69613E-01  2.15525E+00  8.46311E-01  2.07578E+00
  2.25500E+03  4.85989E-01  2.23961E+00  6.69982E-01  2.14939E+00  8.46666E-01  2.06910E+00
  2.25750E+03  4.86564E-01  2.23471E+00  6.70351E-01  2.14357E+00  8.47021E-01  2.06244E+00
  2.26000E+03  4.87139E-01  2.22983E+00  6.70720E-01  2.13776E+00  8.47375E-01  2.05582E+00
  2.26250E+03  4.87715E-01  2.22497E+00  6.71088E-01  2.13198E+00  8.47730E-01  2.04922E+00
  2.26500E+03  4.88290E-01  2.22012E+00  6.71457E-01  2.12621E+00  8.48084E-01  2.04265E+00
  2.26750E+03  4.88866E-01  2.21529E+00  6.71825E-01  2.12047E+00  8.48437E-01  2.03611E+00
  2.27000E+03  4.89441E-01  2.21047E+00  6.72193E-01  2.11475E+00  8.48791E-01  2.02960E+00
  2.27250E+03  4.90017E-01  2.20567E+00  6.72560E-01  2.10906E+00  8.49144E-01  2.02312E+00
  2.27500E+03  4.90592E-01  2.20089E+00  6.72928E-01  2.10338E+00  8.49497E-01  2.01666E+00
  2.27750E+03  4.91168E-01  2.19612E+00  6.73295E-01  2.09773E+00  8.49850E-01  2.01023E+00
  2.28000E+03  4.91744E-01  2.19137E+00  6.73662E-01  2.09210E+00  8.50203E-01  2.00383E+00
  2.28250E+03  4.92319E-01  2.18663E+00  6.74029E-01  2.08648E+00  8.50555E-01  1.99746E+00
  2.28500E+03  4.92895E-01  2.18191E+00  6.74396E-01  2.08089E+00  8.50907E-01  1.99111E+00
  2.28750E+03  4.93471E-01  2.17720E+00  6.74762E-01  2.07533E+00  8.51259E-01  1.98479E+00
  2.29000E+03  4.94047E-01  2.17251E+00  6.75129E-01  2.06978E+00  8.51611E-01  1.97850E+00
  2.29250E+03  4.94623E-01  2.16783E+00  6.75495E-01  2.06425E+00  8.51962E-01  1.97223E+00
  2.29500E+03  4.95199E-01  2.16317E+00  6.75860E-01  2.05874E+00  8.52313E-01  1.96600E+00
  2.29750E+03  4.95775E-01  2.15852E+00  6.76226E-01  2.05326E+00  8.52664E-01  1.95978E+00
  2.30000E+03  4.96351E-01  2.15389E+00  6.76592E-01  2.04779E+00  8.53015E-01  1.95360E+00
  2.30250E+03  4.97219E-01  2.14932E+00  6.77288E-01  2.04493E+00  8.53306E-01  1.95222E+00
  2.30500E+03  4.98088E-01  2.14477E+00  6.77985E-01  2.04208E+00  8.53597E-01  1.95084E+00
  2.30750E+03  4.98958E-01  2.14022E+00  6.78681E-01  2.03923E+00  8.53888E-01  1.94947E+00
  2.31000E+03  4.99828E-01  2.13570E+00  6.79377E-01  2.03639E+00  8.54178E-01  1.94809E+00
  2.31250E+03  5.00699E-01  2.13118E+00  6.80074E-01  2.03356E+00  8.54468E-01  1.94672E+00
  2.31500E+03  5.01571E-01  2.12668E+00  6.80770E-01  2.03073E+00  8.54758E-01  1.94535E+00
  2.31750E+03  5.02443E-01  2.12220E+00  6.81466E-01  2.02791E+00  8.55048E-01  1.94399E+00
  2.32000E+03  5.03315E-01  2.11773E+00  6.82162E-01  2.02510E+00  8.55338E-01  1.94262E+00
  2.32250E+03  5.04188E-01  2.11327E+00  6.82859E-01  2.02229E+00  8.55627E-01  1.94126E+00
  2.32500E+03  5.05062E-01  2.10883E+00  6.83555E-01  2.01949E+00  8.55916E-01  1.93990E+00
  2.32750E+03  5.05937E-01  2.10440E+00  6.84251E-01  2.01670E+00  8.56205E-01  1.93855E+00
  2.33000E+03  5.06811E-01  2.09999E+00  6.84947E-01  2.01392E+00  8.56494E-01  1.93719E+00
  2.33250E+03  5.07687E-01  2.09559E+00  6.85643E-01  2.01114E+00  8.56782E-01  1.93584E+00
  2.33500E+03  5.08563E-01  2.09121E+00  6.86339E-01  2.00837E+00  8.57071E-01  1.93449E+00
  2.33750E+03  5.09439E-01  2.08683E+00  6.87035E-01  2.00560E+00  8.57359E-01  1.93314E+00
  2.34000E+03  5.10317E-01  2.08248E+00  6.87730E-01  2.00284E+00  8.57647E-01  1.93180E+00
  2.34250E+03  5.11194E-01  2.07813E+00  6.88426E-01  2.00009E+00  8.57934E-01  1.93046E+00
  2.34500E+03  5.12073E-01  2.07380E+00  6.89122E-01  1.99735E+00  8.58222E-01  1.92912E+00
  2.34750E+03  5.12951E-01  2.06948E+00  6.89818E-01  1.99461E+00  8.58509E-01  1.92778E+00
  2.35000E+03  5.13831E-01  2.06518E+00  6.90513E-01  1.99188E+00  8.58796E-01  1.92645E+00
  2.35250E+03  5.14711E-01  2.06089E+00  6.91209E-01  1.98916E+00  8.59083E-01  1.92511E+00
  2.35500E+03  5.15591E-01  2.05661E+00  6.91905E-01  1.98644E+00  8.59369E-01  1.92378E+00
  2.35750E+03  5.16473E-01  2.05235E+00  6.92600E-01  1.98373E+00  8.59656E-01  1.92246E+00
  2.36000E+03  5.17354E-01  2.04810E+00  6.93296E-01  1.98102E+00  8.59942E-01  1.92113E+00
  2.36250E+03  5.18237E-01  2.04387E+00  6.93991E-01  1.97832E+00  8.60228E-01  1.91981E+00
  2.36500E+03  5.19119E-01  2.03964E+00  6.94687E-01  1.97563E+00  8.60514E-01  1.91848E+00
  2.36750E+03  5.20003E-01  2.03543E+00  6.95382E-01  1.97295E+00  8.60799E-01  1.91717E+00
  2.37000E+03  5.20887E-01  2.03124E+00  6.96078E-01  1.97027E+00  8.61085E-01  1.91585E+00
  2.37250E+03  5.21771E-01  2.02705E+00  6.96773E-01  1.96760E+00  8.61370E-01  1.91454E+00
  2.37500E+03  5.22657E-01  2.02288E+00  6.97468E-01  1.96493E+00  8.61655E-01  1.91322E+00
  2.37750E+03  5.23542E-01  2.01872E+00  6.98164E-01  1.96227E+00  8.61940E-01  1.91191E+00
  2.38000E+03  5.24429E-01  2.01458E+00  6.98859E-01  1.95962E+00  8.62224E-01  1.91061E+00
  2.38250E+03  5.25315E-01  2.01045E+00  6.99554E-01  1.95697E+00  8.62508E-01  1.90930E+00
  2.38500E+03  5.26203E-01  2.00633E+00  7.00249E-01  1.95433E+00  8.62793E-01  1.90800E+00
  2.38750E+03  5.27091E-01  2.00222E+00  7.00944E-01  1.95170E+00  8.63076E-01  1.90670E+00
  2.39000E+03  5.27979E-01  1.99813E+00  7.01639E-01  1.94907E+00  8.63360E-01  1.90540E+00
  2.39250E+03  5.28868E-01  1.99405E+00  7.02334E-01  1.94645E+00  8.63644E-01  1.90410E+00
  2.39500E+03  5.29758E-01  1.98998E+00  7.03029E-01  1.94383E+00  8.63927E-01  1.90281E+00
  2.39750E+03  5.30648E-01  1.98592E+00  7.03724E-01  1.94122E+00  8.64210E-01  1.90152E+00
  2.40000E+03  5.31539E-01  1.98188E+00  7.04419E-01  1.93862E+00  8.64493E-01  1.90023E+00
  2.40250E+03  5.32039E-01  1.97832E+00  7.04711E-01  1.93700E+00  8.64321E-01  1.90026E+00
  2.40500E+03  5.32539E-01  1.97478E+00  7.05002E-01  1.93538E+00  8.64149E-01  1.90029E+00
  2.40750E+03  5.33038E-01  1.97125E+00  7.05294E-01  1.93376E+00  8.63978E-01  1.90033E+00
  2.41000E+03  5.33538E-01  1.96773E+00  7.05585E-01  1.93215E+00  8.63806E-01  1.90036E+00
  2.41250E+03  5.34038E-01  1.96421E+00  7.05876E-01  1.93054E+00  8.63635E-01  1.90039E+00
  2.41500E+03  5.34538E-01  1.96071E+00  7.06167E-01  1.92893E+00  8.63464E-01  1.90042E+00
  2.41750E+03  5.35037E-01  1.95722E+00  7.06457E-01  1.92732E+00  8.63294E-01  1.90046E+00
  2.42000E+03  5.35537E-01  1.95374E+00  7.06748E-01  1.92572E+00  8.63123E-01  1.90049E+00
  2.42250E+03  5.36036E-01  1.95026E+00  7.07038E-01  1.92412E+00  8.62953E-01  1.90052E+00
  2.42500E+03  5.36536E-01  1.94680E+00  7.07328E-01  1.92253E+00  8.62783E-01  1.90055E+00
  2.42750E+03  5.37035E-01  1.94334E+00  7.07618E-01  1.92093E+00  8.62613E-01  1.90058E+00
  2.43000E+03  5.37535E-01  1.93990E+00  7.07908E-01  1.91934E+00  8.62444E-01  1.90062E+00
  2.43250E+03  5.38034E-01  1.93647E+00  7.08197E-01  1.91776E+00  8.62274E-01  1.90065E+00
  2.43500E+03  5.38533E-01  1.93304E+00  7.08487E-01  1.91617E+00  8.62105E-01  1.90068E+00
  2.43750E+03  5.39032E-01  1.92963E+00  7.08776E-01  1.91459E+00  8.61936E-01  1.90071E+00
  2.44000E+03  5.39532E-01  1.92622E+00  7.09065E-01  1.91301E+00  8.61767E-01  1.90074E+00
  2.44250E+03  5.40031E-01  1.92282E+00  7.09354E-01  1.91144E+00  8.61599E-01  1.90078E+00
  2.44500E+03  5.40530E-01  1.91944E+00  7.09642E-01  1.90986E+00  8.61431E-01  1.90081E+00
  2.44750E+03  5.41029E-01  1.91606E+00  7.09931E-01  1.90829E+00  8.61262E-01  1.90084E+00
  2.45000E+03  5.41528E-01  1.91269E+00  7.10219E-01  1.90673E+00  8.61094E-01  1.90087E+00
  2.45250E+03  5.42027E-01  1.90933E+00  7.10507E-01  1.90516E+00  8.60927E-01  1.90090E+00
  2.45500E+03  5.42526E-01  1.90598E+00  7.10795E-01  1.90360E+00  8.60759E-01  1.90094E+00
  2.45750E+03  5.43024E-01  1.90264E+00  7.11083E-01  1.90204E+00  8.60592E-01  1.90097E+00
  2.46000E+03  5.43523E-01  1.89931E+00  7.11370E-01  1.90049E+00  8.60425E-01  1.90100E+00
  2.46250E+03  5.44022E-01  1.89599E+00  7.11658E-01  1.89894E+00  8.60258E-01  1.90103E+00
  2.46500E+03  5.44521E-01  1.89268E+00  7.11945E-01  1.89739E+00  8.60091E-01  1.90106E+00
  2.46750E+03  5.45019E-01  1.88937E+00  7.12232E-01  1.89584E+00  8.59925E-01  1.90109E+00
  2.47000E+03  5.45518E-01  1.88608E+00  7.12519E-01  1.89429E+00  8.59758E-01  1.90113E+00
  2.47250E+03  5.46016E-01  1.88279E+00  7.12806E-01  1.89275E+00  8.59592E-01  1.90116E+00
  2.47500E+03  5.46515E-01  1.87952E+00  7.13092E-01  1.89121E+00  8.59426E-01  1.90119E+00
  2.47750E+03  5.47013E-01  1.87625E+00  7.13379E-01  1.88968E+00  8.59260E-01  1.90122E+00
  2.48000E+03  5.47512E-01  1.87299E+00  7.13665E-01  1.88815E+00  8.59095E-01  1.90125E+00
  2.48250E+03  5.48010E-01  1.86974E+00  7.13951E-01  1.88662E+00  8.58930E-01  1.90128E+00
  2.48500E+03  5.48508E-01  1.86650E+00  7.14237E-01  1.88509E+00  8.58764E-01  1.90131E+00
  2.48750E+03  5.49006E-01  1.86327E+00  7.14522E-01  1.88356E+00  8.58600E-01  1.90135E+00
  2.49000E+03  5.49505E-01  1.86005E+00  7.14808E-01  1.88204E+00  8.58435E-01  1.90138E+00
  2.49250E+03  5.50003E-01  1.85684E+00  7.15093E-01  1.88052E+00  8.58270E-01  1.90141E+00
  2.49500E+03  5.50501E-01  1.85363E+00  7.15378E-01  1.87901E+00  8.58106E-01  1.90144E+00
  2.49750E+03  5.50999E-01  1.85043E+00  7.15663E-01  1.87749E+00  8.57942E-01  1.90147E+00
  2.50000E+03  5.51497E-01  1.84725E+00  7.15948E-01  1.87598E+00  8.57778E-01  1.90150E+00
  2.50250E+03  5.51641E-01  1.84460E+00  7.16067E-01  1.87401E+00  8.57780E-01  1.90011E+00
  2.50500E+03  5.51785E-01  1.84195E+00  7.16186E-01  1.87204E+00  8.57782E-01  1.89872E+00
  2.50750E+03  5.51928E-01  1.83932E+00  7.16304E-01  1.87008E+00  8.57784E-01  1.89733E+00
  2.51000E+03  5.52072E-01  1.83669E+00  7.16423E-01  1.86812E+00  8.57787E-01  1.89595E+00
  2.51250E+03  5.52216E-01  1.83407E+00  7.16541E-01  1.86616E+00  8.57789E-01  1.89457E+00
  2.51500E+03  5.52359E-01  1.83145E+00  7.16659E-01  1.86421E+00  8.57791E-01  1.89319E+00
  2.51750E+03  5.52502E-01  1.82884E+00  7.16778E-01  1.86226E+00  8.57793E-01  1.89181E+00
  2.52000E+03  5.52645E-01  1.82623E+00  7.16896E-01  1.86032E+00  8.57795E-01  1.89044E+00
  2.52250E+03  5.52789E-01  1.82363E+00  7.17014E-01  1.85838E+00  8.57797E-01  1.88907E+00
  2.52500E+03  5.52931E-01  1.82104E+00  7.17132E-01  1.85644E+00  8.57800E-01  1.88770E+00
  2.52750E+03  5.53074E-01  1.81846E+00  7.17250E-01  1.85451E+00  8.57802E-01  1.88633E+00
  2.53000E+03  5.53217E-01  1.81588E+00  7.17367E-01  1.85258E+00  8.57804E-01  1.88496E+00
  2.53250E+03  5.53360E-01  1.81330E+00  7.17485E-01  1.85065E+00  8.57806E-01  1.88360E+00
  2.53500E+03  5.53502E-01  1.81074E+00  7.17602E-01  1.84873E+00  8.57808E-01  1.88224E+00
  2.53750E+03  5.53645E-01  1.80818E+00  7.17720E-01  1.84682E+00  8.57810E-01  1.88088E+00
  2.54000E+03  5.53787E-01  1.80562E+00  7.17837E-01  1.84490E+00  8.57812E-01  1.87953E+00
  2.54250E+03  5.53929E-01  1.80307E+00  7.17955E-01  1.84299E+00  8.57815E-01  1.87817E+00
  2.54500E+03  5.54072E-01  1.80053E+00  7.18072E-01  1.84109E+00  8.57817E-01  1.87682E+00
  2.54750E+03  5.54214E-01  1.79799E+00  7.18189E-01  1.83919E+00  8.57819E-01  1.87547E+00
  2.55000E+03  5.54356E-01  1.79546E+00  7.18306E-01  1.83729E+00  8.57821E-01  1.87412E+00
  2.55250E+03  5.54497E-01  1.79294E+00  7.18423E-01  1.83540E+00  8.57823E-01  1.87278E+00
  2.55500E+03  5.54639E-01  1.79042E+00  7.18539E-01  1.83351E+00  8.57825E-01  1.87144E+00
  2.55750E+03  5.54781E-01  1.78791E+00  7.18656E-01  1.83162E+00  8.57827E-01  1.87010E+00
  2.56000E+03  5.54922E-01  1.78540E+00  7.18773E-01  1.82974E+00  8.57829E-01  1.86876E+00
  2.56250E+03  5.55064E-01  1.78290E+00  7.18889E-01  1.82786E+00  8.57832E-01  1.86743E+00
  2.56500E+03  5.55205E-01  1.78041E+00  7.19005E-01  1.82598E+00  8.57834E-01  1.86609E+00
  2.56750E+03  5.55346E-01  1.77792E+00  7.19122E-01  1.82411E+00  8.57836E-01  1.86476E+00
  2.57000E+03  5.55487E-01  1.77544E+00  7.19238E-01  1.82224E+00  8.57838E-01  1.86343E+00
  2.57250E+03  5.55628E-01  1.77296E+00  7.19354E-01  1.82038E+00  8.57840E-01  1.86211E+00
  2.57500E+03  5.55769E-01  1.77049E+00  7.19470E-01  1.81852E+00  8.57842E-01  1.86078E+00
  2.57750E+03  5.55910E-01  1.76802E+00  7.19586E-01  1.81666E+00  8.57844E-01  1.85946E+00
  2.58000E+03  5.56051E-01  1.76556E+00  7.19702E-01  1.81481E+00  8.57846E-01  1.85814E+00
  2.58250E+03  5.56191E-01  1.76311E+00  7.19818E-01  1.81296E+00  8.57849E-01  1.85682E+00
  2.58500E+03  5.56332E-01  1.76066E+00  7.19933E-01  1.81112E+00  8.57851E-01  1.85551E+00
  2.58750E+03  5.56472E-01  1.75822E+00  7.20049E-01  1.80928E+00  8.57853E-01  1.85419E+00
  2.59000E+03  5.56613E-01  1.75579E+00  7.20164E-01  1.80744E+00  8.57855E-01  1.85288E+00
  2.59250E+03  5.56753E-01  1.75335E+00  7.20280E-01  1.80560E+00  8.57857E-01  1.85157E+00
  2.59500E+03  5.56893E-01  1.75093E+00  7.20395E-01  1.80377E+00  8.57859E-01  1.85027E+00
  2.59750E+03  5.57033E-01  1.74851E+00  7.20510E-01  1.80195E+00  8.57861E-01  1.84896E+00
  2.60000E+03  5.57173E-01  1.74610E+00  7.20625E-01  1.80012E+00  8.57863E-01  1.84766E+00
  2.60250E+03  5.57313E-01  1.74369E+00  7.20740E-01  1.79830E+00  8.57865E-01  1.84636E+00
  2.60500E+03  5.57453E-01  1.74129E+00  7.20855E-01  1.79649E+00  8.57867E-01  1.84506E+00
  2.60750E+03  5.57592E-01  1.73889E+00  7.20970E-01  1.79467E+00  8.57869E-01  1.84377E+00
  2.61000E+03  5.57732E-01  1.73650E+00  7.21084E-01  1.79286E+00  8.57872E-01  1.84247E+00
  2.61250E+03  5.57871E-01  1.73411E+00  7.21199E-01  1.79106E+00  8.57874E-01  1.84118E+00
  2.61500E+03  5.58010E-01  1.73174E+00  7.21314E-01  1.78926E+00  8.57876E-01  1.83989E+00
  2.61750E+03  5.58150E-01  1.72936E+00  7.21428E-01  1.78746E+00  8.57878E-01  1.83861E+00
  2.62000E+03  5.58289E-01  1.72699E+00  7.21542E-01  1.78566E+00  8.57880E-01  1.83732E+00
  2.62250E+03  5.58428E-01  1.72463E+00  7.21657E-01  1.78387E+00  8.57882E-01  1.83604E+00
  2.62500E+03  5.58567E-01  1.72227E+00  7.21771E-01  1.78208E+00  8.57884E-01  1.83476E+00
  2.62750E+03  5.58706E-01  1.71992E+00  7.21885E-01  1.78030E+00  8.57886E-01  1.83348E+00
  2.63000E+03  5.58844E-01  1.71757E+00  7.21999E-01  1.77852E+00  8.57888E-01  1.83220E+00
  2.63250E+03  5.58983E-01  1.71523E+00  7.22113E-01  1.77674E+00  8.57890E-01  1.83093E+00
  2.63500E+03  5.59121E-01  1.71289E+00  7.22227E-01  1.77497E+00  8.57892E-01  1.82966E+00
  2.63750E+03  5.59260E-01  1.71056E+00  7.22340E-01  1.77319E+00  8.57894E-01  1.82839E+00
  2.64000E+03  5.59398E-01  1.70824E+00  7.22454E-01  1.77143E+00  8.57896E-01  1.82712E+00
  2.64250E+03  5.59536E-01  1.70592E+00  7.22567E-01  1.76966E+00  8.57898E-01  1.82585E+00
  2.64500E+03  5.59675E-01  1.70360E+00  7.22681E-01  1.76790E+00  8.57901E-01  1.82459E+00
  2.64750E+03  5.59813E-01  1.70129E+00  7.22794E-01  1.76615E+00  8.57903E-01  1.82333E+00
  2.65000E+03  5.59951E-01  1.69899E+00  7.22907E-01  1.76439E+00  8.57905E-01  1.82207E+00
  2.65250E+03  5.60089E-01  1.69669E+00  7.23021E-01  1.76264E+00  8.57907E-01  1.82081E+00
  2.65500E+03  5.60226E-01  1.69440E+00  7.23134E-01  1.76090E+00  8.57909E-01  1.81955E+00
  2.65750E+03  5.60364E-01  1.69211E+00  7.23247E-01  1.75915E+00  8.57911E-01  1.81830E+00
  2.66000E+03  5.60502E-01  1.68983E+00  7.23360E-01  1.75741E+00  8.57913E-01  1.81705E+00
  2.66250E+03  5.60639E-01  1.68755E+00  7.23472E-01  1.75568E+00  8.57915E-01  1.81580E+00
  2.66500E+03  5.60776E-01  1.68528E+00  7.23585E-01  1.75394E+00  8.57917E-01  1.81455E+00
  2.66750E+03  5.60914E-01  1.68301E+00  7.23698E-01  1.75221E+00  8.57919E-01  1.81330E+00
  2.67000E+03  5.61051E-01  1.68075E+00  7.23810E-01  1.75049E+00  8.57921E-01  1.81206E+00
  2.67250E+03  5.61188E-01  1.67849E+00  7.23923E-01  1.74876E+00  8.57923E-01  1.81082E+00
  2.67500E+03  5.61325E-01  1.67624E+00  7.24035E-01  1.74704E+00  8.57925E-01  1.80958E+00
  2.67750E+03  5.61462E-01  1.67399E+00  7.24148E-01  1.74533E+00  8.57927E-01  1.80834E+00
  2.68000E+03  5.61599E-01  1.67175E+00  7.24260E-01  1.74361E+00  8.57929E-01  1.80711E+00
  2.68250E+03  5.61735E-01  1.66951E+00  7.24372E-01  1.74190E+00  8.57931E-01  1.80587E+00
  2.68500E+03  5.61872E-01  1.66728E+00  7.24484E-01  1.74019E+00  8.57933E-01  1.80464E+00
  2.68750E+03  5.62009E-01  1.66506E+00  7.24596E-01  1.73849E+00  8.57935E-01  1.80341E+00
  2.69000E+03  5.62145E-01  1.66284E+00  7.24708E-01  1.73679E+00  8.57937E-01  1.80218E+00
  2.69250E+03  5.62281E-01  1.66062E+00  7.24819E-01  1.73509E+00  8.57939E-01  1.80096E+00
  2.69500E+03  5.62418E-01  1.65841E+00  7.24931E-01  1.73340E+00  8.57941E-01  1.79973E+00
  2.69750E+03  5.62554E-01  1.65620E+00  7.25043E-01  1.73171E+00  8.57943E-01  1.79851E+00
  2.70000E+03  5.62690E-01  1.65400E+00  7.25154E-01  1.73002E+00  8.57945E-01  1.79729E+00
  2.70250E+03  5.62826E-01  1.65180E+00  7.25266E-01  1.72834E+00  8.57947E-01  1.79608E+00
  2.70500E+03  5.62962E-01  1.64961E+00  7.25377E-01  1.72666E+00  8.57949E-01  1.79486E+00
  2.70750E+03  5.63098E-01  1.64743E+00  7.25488E-01  1.72498E+00  8.57951E-01  1.79365E+00
  2.71000E+03  5.63233E-01  1.64524E+00  7.25599E-01  1.72330E+00  8.57953E-01  1.79243E+00
  2.71250E+03  5.63369E-01  1.64307E+00  7.25711E-01  1.72163E+00  8.57955E-01  1.79122E+00
  2.71500E+03  5.63504E-01  1.64090E+00  7.25822E-01  1.71996E+00  8.57957E-01  1.79002E+00
  2.71750E+03  5.63640E-01  1.63873E+00  7.25932E-01  1.71830E+00  8.57959E-01  1.78881E+00
  2.72000E+03  5.63775E-01  1.63657E+00  7.26043E-01  1.71664E+00  8.57961E-01  1.78761E+00
  2.72250E+03  5.63910E-01  1.63441E+00  7.26154E-01  1.71498E+00  8.57963E-01  1.78640E+00
  2.72500E+03  5.64045E-01  1.63226E+00  7.26265E-01  1.71332E+00  8.57965E-01  1.78520E+00
  2.72750E+03  5.64181E-01  1.63011E+00  7.26375E-01  1.71167E+00  8.57967E-01  1.78400E+00
  2.73000E+03  5.64315E-01  1.62797E+00  7.26486E-01  1.71002E+00  8.57969E-01  1.78281E+00
  2.73250E+03  5.64450E-01  1.62583E+00  7.26596E-01  1.70837E+00  8.57971E-01  1.78161E+00
  2.73500E+03  5.64585E-01  1.62369E+00  7.26706E-01  1.70673E+00  8.57973E-01  1.78042E+00
  2.73750E+03  5.64720E-01  1.62157E+00  7.26817E-01  1.70509E+00  8.57975E-01  1.77923E+00
  2.74000E+03  5.64854E-01  1.61944E+00  7.26927E-01  1.70345E+00  8.57977E-01  1.77804E+00
  2.74250E+03  5.64784E-01  1.61765E+00  7.26882E-01  1.70140E+00  8.57977E-01  1.77576E+00
  2.74500E+03  5.64713E-01  1.61586E+00  7.26838E-01  1.69936E+00  8.57978E-01  1.77349E+00
  2.74750E+03  5.64643E-01  1.61408E+00  7.26794E-01  1.69732E+00  8.57978E-01  1.77123E+00
  2.75000E+03  5.64572E-01  1.61230E+00  7.26750E-01  1.69529E+00  8.57978E-01  1.76897E+00
  2.75250E+03  5.64502E-01  1.61052E+00  7.26706E-01  1.69326E+00  8.57978E-01  1.76671E+00
  2.75500E+03  5.64432E-01  1.60875E+00  7.26661E-01  1.69123E+00  8.57978E-01  1.76446E+00
  2.75750E+03  5.64362E-01  1.60698E+00  7.26617E-01  1.68921E+00  8.57978E-01  1.76222E+00
  2.76000E+03  5.64292E-01  1.60521E+00  7.26573E-01  1.68719E+00  8.57978E-01  1.75997E+00
  2.76250E+03  5.64222E-01  1.60345E+00  7.26529E-01  1.68518E+00  8.57979E-01  1.75774E+00
  2.76500E+03  5.64152E-01  1.60169E+00  7.26486E-01  1.68317E+00  8.57979E-01  1.75551E+00
  2.76750E+03  5.64082E-01  1.59993E+00  7.26442E-01  1.68117E+00  8.57979E-01  1.75328E+00
  2.77000E+03  5.64013E-01  1.59818E+00  7.26398E-01  1.67917E+00  8.57979E-01  1.75106E+00
  2.77250E+03  5.63943E-01  1.59643E+00  7.26354E-01  1.67717E+00  8.57979E-01  1.74884E+00
  2.77500E+03  5.63873E-01  1.59469E+00  7.26310E-01  1.67518E+00  8.57979E-01  1.74663E+00
  2.77750E+03  5.63804E-01  1.59294E+00  7.26267E-01  1.67319E+00  8.57979E-01  1.74443E+00
  2.78000E+03  5.63735E-01  1.59120E+00  7.26223E-01  1.67121E+00  8.57980E-01  1.74222E+00
  2.78250E+03  5.63665E-01  1.58947E+00  7.26179E-01  1.66923E+00  8.57980E-01  1.74003E+00
  2.78500E+03  5.63596E-01  1.58774E+00  7.26136E-01  1.66725E+00  8.57980E-01  1.73783E+00
  2.78750E+03  5.63527E-01  1.58601E+00  7.26092E-01  1.66528E+00  8.57980E-01  1.73564E+00
  2.79000E+03  5.63458E-01  1.58429E+00  7.26049E-01  1.66331E+00  8.57980E-01  1.73346E+00
  2.79250E+03  5.63388E-01  1.58256E+00  7.26005E-01  1.66135E+00  8.57980E-01  1.73128E+00
  2.79500E+03  5.63319E-01  1.58085E+00  7.25962E-01  1.65939E+00  8.57980E-01  1.72911E+00
  2.79750E+03  5.63250E-01  1.57913E+00  7.25919E-01  1.65744E+00  8.57980E-01  1.72694E+00
  2.80000E+03  5.63182E-01  1.57742E+00  7.25875E-01  1.65548E+00  8.57981E-01  1.72478E+00
  2.80250E+03  5.63113E-01  1.57571E+00  7.25832E-01  1.65354E+00  8.57981E-01  1.72262E+00
  2.80500E+03  5.63044E-01  1.57401E+00  7.25789E-01  1.65159E+00  8.57981E-01  1.72046E+00
  2.80750E+03  5.62975E-01  1.57231E+00  7.25745E-01  1.64966E+00  8.57981E-01  1.71831E+00
  2.81000E+03  5.62907E-01  1.57061E+00  7.25702E-01  1.64772E+00  8.57981E-01  1.71616E+00
  2.81250E+03  5.62838E-01  1.56892E+00  7.25659E-01  1.64579E+00  8.57981E-01  1.71402E+00
  2.81500E+03  5.62770E-01  1.56722E+00  7.25616E-01  1.64386E+00  8.57981E-01  1.71189E+00
  2.81750E+03  5.62701E-01  1.56554E+00  7.25573E-01  1.64194E+00  8.57982E-01  1.70975E+00
  2.82000E+03  5.62633E-01  1.56385E+00  7.25530E-01  1.64002E+00  8.57982E-01  1.70762E+00
  2.82250E+03  5.62565E-01  1.56217E+00  7.25487E-01  1.63811E+00  8.57982E-01  1.70550E+00
  2.82500E+03  5.62497E-01  1.56049E+00  7.25444E-01  1.63619E+00  8.57982E-01  1.70338E+00
  2.82750E+03  5.62429E-01  1.55882E+00  7.25401E-01  1.63429E+00  8.57982E-01  1.70127E+00
  2.83000E+03  5.62361E-01  1.55715E+00  7.25359E-01  1.63238E+00  8.57982E-01  1.69916E+00
  2.83250E+03  5.62293E-01  1.55548E+00  7.25316E-01  1.63048E+00  8.57982E-01  1.69705E+00
  2.83500E+03  5.62225E-01  1.55382E+00  7.25273E-01  1.62859E+00  8.57982E-01  1.69495E+00
  2.83750E+03  5.62157E-01  1.55215E+00  7.25230E-01  1.62670E+00  8.57983E-01  1.69286E+00
  2.84000E+03  5.62089E-01  1.55050E+00  7.25188E-01  1.62481E+00  8.57983E-01  1.69076E+00
  2.84250E+03  5.62021E-01  1.54884E+00  7.25145E-01  1.62293E+00  8.57983E-01  1.68868E+00
  2.84500E+03  5.61954E-01  1.54719E+00  7.25102E-01  1.62105E+00  8.57983E-01  1.68659E+00
  2.84750E+03  5.61886E-01  1.54554E+00  7.25060E-01  1.61917E+00  8.57983E-01  1.68451E+00
  2.85000E+03  5.61819E-01  1.54389E+00  7.25017E-01  1.61730E+00  8.57983E-01  1.68244E+00
  2.85250E+03  5.61751E-01  1.54225E+00  7.24975E-01  1.61543E+00  8.57983E-01  1.68037E+00
  2.85500E+03  5.61684E-01  1.54061E+00  7.24932E-01  1.61356E+00  8.57983E-01  1.67831E+00
  2.85750E+03  5.61617E-01  1.53898E+00  7.24890E-01  1.61170E+00  8.57984E-01  1.67624E+00
  2.86000E+03  5.61549E-01  1.53735E+00  7.24848E-01  1.60984E+00  8.57984E-01  1.67419E+00
