#  LAMBDA(A)    ALB(GAL)     EXT(GAL)     ALB(LMC)     EXT(LMC)     ALB(SMC)     EXT(SMC)
  4.18000E+03  5.56516E-01  1.07493E+00  7.23915E-01  1.10466E+00  8.65372E-01  1.13049E+00
  4.19000E+03  5.56240E-01  1.07132E+00  7.23591E-01  1.09955E+00  8.65339E-01  1.12405E+00
  4.20000E+03  5.55965E-01  1.06773E+00  7.23267E-01  1.09447E+00  8.65307E-01  1.11766E+00
  4.21000E+03  5.55690E-01  1.06415E+00  7.22944E-01  1.08943E+00  8.65274E-01  1.11132E+00
  4.22000E+03  5.55417E-01  1.06060E+00  7.22622E-01  1.08443E+00  8.65241E-01  1.10503E+00
  4.23000E+03  5.55144E-01  1.05707E+00  7.22302E-01  1.07946E+00  8.65209E-01  1.09880E+00
  4.24000E+03  5.54872E-01  1.05356E+00  7.21981E-01  1.07452E+00  8.65176E-01  1.09261E+00
  4.25000E+03  5.54601E-01  1.05007E+00  7.21662E-01  1.06962E+00  8.65144E-01  1.08647E+00
  4.26000E+03  5.54330E-01  1.04660E+00  7.21344E-01  1.06476E+00  8.65112E-01  1.08038E+00
  4.27000E+03  5.54061E-01  1.04315E+00  7.21027E-01  1.05992E+00  8.65079E-01  1.07434E+00
  4.28000E+03  5.53792E-01  1.03972E+00  7.20710E-01  1.05512E+00  8.65047E-01  1.06835E+00
  4.29000E+03  5.53524E-01  1.03631E+00  7.20395E-01  1.05036E+00  8.65015E-01  1.06241E+00
  4.30000E+03  5.53256E-01  1.03291E+00  7.20080E-01  1.04562E+00  8.64983E-01  1.05651E+00
  4.31000E+03  5.52990E-01  1.02954E+00  7.19766E-01  1.04092E+00  8.64951E-01  1.05066E+00
  4.32000E+03  5.52724E-01  1.02618E+00  7.19453E-01  1.03625E+00  8.64920E-01  1.04485E+00
  4.33000E+03  5.52459E-01  1.02285E+00  7.19141E-01  1.03161E+00  8.64888E-01  1.03909E+00
  4.34000E+03  5.52194E-01  1.01953E+00  7.18829E-01  1.02700E+00  8.64856E-01  1.03337E+00
  4.35000E+03  5.51931E-01  1.01623E+00  7.18519E-01  1.02242E+00  8.64825E-01  1.02770E+00
  4.36000E+03  5.51668E-01  1.01295E+00  7.18209E-01  1.01788E+00  8.64793E-01  1.02208E+00
  4.37000E+03  5.51405E-01  1.00968E+00  7.17901E-01  1.01336E+00  8.64762E-01  1.01649E+00
  4.38000E+03  5.51144E-01  1.00644E+00  7.17593E-01  1.00888E+00  8.64730E-01  1.01095E+00
  4.39000E+03  5.50883E-01  1.00321E+00  7.17286E-01  1.00442E+00  8.64699E-01  1.00545E+00
  4.40000E+03  5.50623E-01  1.00000E+00  7.16980E-01  1.00000E+00  8.64668E-01  1.00000E+00
  4.41000E+03  5.50744E-01  9.97950E-01  7.17084E-01  9.97814E-01  8.64796E-01  9.97692E-01
  4.42000E+03  5.50864E-01  9.95909E-01  7.17188E-01  9.95637E-01  8.64924E-01  9.95394E-01
  4.43000E+03  5.50985E-01  9.93877E-01  7.17292E-01  9.93470E-01  8.65051E-01  9.93107E-01
  4.44000E+03  5.51104E-01  9.91854E-01  7.17396E-01  9.91313E-01  8.65178E-01  9.90831E-01
  4.45000E+03  5.51224E-01  9.89839E-01  7.17500E-01  9.89165E-01  8.65305E-01  9.88564E-01
  4.46000E+03  5.51344E-01  9.87833E-01  7.17603E-01  9.87027E-01  8.65432E-01  9.86308E-01
  4.47000E+03  5.51463E-01  9.85835E-01  7.17706E-01  9.84898E-01  8.65558E-01  9.84062E-01
  4.48000E+03  5.51582E-01  9.83846E-01  7.17809E-01  9.82778E-01  8.65684E-01  9.81826E-01
  4.49000E+03  5.51700E-01  9.81865E-01  7.17912E-01  9.80668E-01  8.65810E-01  9.79601E-01
  4.50000E+03  5.51819E-01  9.79893E-01  7.18014E-01  9.78567E-01  8.65936E-01  9.77385E-01
  4.51000E+03  5.51937E-01  9.77929E-01  7.18116E-01  9.76475E-01  8.66061E-01  9.75179E-01
  4.52000E+03  5.52055E-01  9.75973E-01  7.18218E-01  9.74392E-01  8.66186E-01  9.72983E-01
  4.53000E+03  5.52173E-01  9.74025E-01  7.18320E-01  9.72318E-01  8.66311E-01  9.70797E-01
  4.54000E+03  5.52290E-01  9.72086E-01  7.18422E-01  9.70253E-01  8.66436E-01  9.68620E-01
  4.55000E+03  5.52408E-01  9.70155E-01  7.18523E-01  9.68197E-01  8.66560E-01  9.66453E-01
  4.56000E+03  5.52525E-01  9.68232E-01  7.18624E-01  9.66150E-01  8.66684E-01  9.64296E-01
  4.57000E+03  5.52641E-01  9.66316E-01  7.18725E-01  9.64112E-01  8.66808E-01  9.62148E-01
  4.58000E+03  5.52758E-01  9.64409E-01  7.18826E-01  9.62082E-01  8.66932E-01  9.60010E-01
  4.59000E+03  5.52874E-01  9.62510E-01  7.18927E-01  9.60062E-01  8.67055E-01  9.57881E-01
  4.60000E+03  5.52990E-01  9.60618E-01  7.19027E-01  9.58049E-01  8.67178E-01  9.55761E-01
  4.61000E+03  5.53106E-01  9.58735E-01  7.19127E-01  9.56046E-01  8.67301E-01  9.53651E-01
  4.62000E+03  5.53222E-01  9.56859E-01  7.19227E-01  9.54051E-01  8.67423E-01  9.51550E-01
  4.63000E+03  5.53337E-01  9.54991E-01  7.19327E-01  9.52064E-01  8.67546E-01  9.49458E-01
  4.64000E+03  5.53453E-01  9.53130E-01  7.19427E-01  9.50086E-01  8.67668E-01  9.47375E-01
  4.65000E+03  5.53568E-01  9.51278E-01  7.19526E-01  9.48116E-01  8.67789E-01  9.45302E-01
  4.66000E+03  5.53682E-01  9.49432E-01  7.19625E-01  9.46154E-01  8.67911E-01  9.43237E-01
  4.67000E+03  5.53797E-01  9.47594E-01  7.19724E-01  9.44201E-01  8.68032E-01  9.41181E-01
  4.68000E+03  5.53911E-01  9.45764E-01  7.19823E-01  9.42256E-01  8.68153E-01  9.39134E-01
  4.69000E+03  5.54025E-01  9.43941E-01  7.19922E-01  9.40318E-01  8.68274E-01  9.37096E-01
  4.70000E+03  5.54139E-01  9.42126E-01  7.20020E-01  9.38390E-01  8.68395E-01  9.35066E-01
  4.71000E+03  5.54253E-01  9.40318E-01  7.20118E-01  9.36469E-01  8.68515E-01  9.33045E-01
  4.72000E+03  5.54366E-01  9.38517E-01  7.20216E-01  9.34556E-01  8.68635E-01  9.31033E-01
  4.73000E+03  5.54480E-01  9.36723E-01  7.20314E-01  9.32651E-01  8.68755E-01  9.29030E-01
  4.74000E+03  5.54593E-01  9.34937E-01  7.20412E-01  9.30754E-01  8.68875E-01  9.27035E-01
  4.75000E+03  5.54706E-01  9.33158E-01  7.20509E-01  9.28865E-01  8.68994E-01  9.25048E-01
  4.76000E+03  5.54818E-01  9.31386E-01  7.20606E-01  9.26983E-01  8.69114E-01  9.23070E-01
  4.77000E+03  5.54931E-01  9.29620E-01  7.20703E-01  9.25110E-01  8.69233E-01  9.21100E-01
  4.78000E+03  5.55043E-01  9.27862E-01  7.20800E-01  9.23244E-01  8.69351E-01  9.19139E-01
  4.79000E+03  5.55155E-01  9.26111E-01  7.20897E-01  9.21385E-01  8.69470E-01  9.17186E-01
  4.80000E+03  5.55266E-01  9.24367E-01  7.20993E-01  9.19535E-01  8.69588E-01  9.15241E-01
  4.81000E+03  5.55378E-01  9.22630E-01  7.21090E-01  9.17691E-01  8.69706E-01  9.13304E-01
  4.82000E+03  5.55489E-01  9.20900E-01  7.21186E-01  9.15856E-01  8.69824E-01  9.11375E-01
  4.83000E+03  5.55600E-01  9.19176E-01  7.21282E-01  9.14028E-01  8.69941E-01  9.09455E-01
  4.84000E+03  5.55711E-01  9.17460E-01  7.21377E-01  9.12207E-01  8.70059E-01  9.07542E-01
  4.85000E+03  5.55822E-01  9.15750E-01  7.21473E-01  9.10393E-01  8.70176E-01  9.05638E-01
  4.86000E+03  5.55932E-01  9.14046E-01  7.21568E-01  9.08587E-01  8.70293E-01  9.03741E-01
  4.87000E+03  5.55922E-01  9.12118E-01  7.21471E-01  9.06443E-01  8.70188E-01  9.01402E-01
  4.88000E+03  5.55898E-01  9.10172E-01  7.21353E-01  9.04270E-01  8.70059E-01  8.99024E-01
  4.89000E+03  5.55874E-01  9.08233E-01  7.21234E-01  9.02106E-01  8.69930E-01  8.96658E-01
  4.90000E+03  5.55850E-01  9.06303E-01  7.21117E-01  8.99952E-01  8.69802E-01  8.94302E-01
  4.91000E+03  5.55826E-01  9.04381E-01  7.20999E-01  8.97808E-01  8.69674E-01  8.91958E-01
  4.92000E+03  5.55802E-01  9.02467E-01  7.20882E-01  8.95673E-01  8.69546E-01  8.89624E-01
  4.93000E+03  5.55779E-01  9.00561E-01  7.20764E-01  8.93547E-01  8.69418E-01  8.87302E-01
  4.94000E+03  5.55755E-01  8.98663E-01  7.20648E-01  8.91431E-01  8.69291E-01  8.84990E-01
  4.95000E+03  5.55731E-01  8.96772E-01  7.20531E-01  8.89324E-01  8.69164E-01  8.82688E-01
  4.96000E+03  5.55708E-01  8.94890E-01  7.20415E-01  8.87227E-01  8.69037E-01  8.80397E-01
  4.97000E+03  5.55684E-01  8.93015E-01  7.20299E-01  8.85138E-01  8.68910E-01  8.78117E-01
  4.98000E+03  5.55661E-01  8.91147E-01  7.20183E-01  8.83059E-01  8.68784E-01  8.75848E-01
  4.99000E+03  5.55637E-01  8.89288E-01  7.20067E-01  8.80988E-01  8.68658E-01  8.73588E-01
  5.00000E+03  5.55614E-01  8.87436E-01  7.19952E-01  8.78927E-01  8.68532E-01  8.71339E-01
  5.01000E+03  5.55590E-01  8.85591E-01  7.19837E-01  8.76874E-01  8.68407E-01  8.69101E-01
  5.02000E+03  5.55567E-01  8.83754E-01  7.19722E-01  8.74831E-01  8.68282E-01  8.66872E-01
  5.03000E+03  5.55544E-01  8.81925E-01  7.19607E-01  8.72796E-01  8.68157E-01  8.64654E-01
  5.04000E+03  5.55521E-01  8.80103E-01  7.19493E-01  8.70770E-01  8.68032E-01  8.62445E-01
  5.05000E+03  5.55497E-01  8.78288E-01  7.19379E-01  8.68752E-01  8.67908E-01  8.60247E-01
  5.06000E+03  5.55474E-01  8.76480E-01  7.19265E-01  8.66744E-01  8.67784E-01  8.58059E-01
  5.07000E+03  5.55451E-01  8.74680E-01  7.19151E-01  8.64743E-01  8.67660E-01  8.55880E-01
  5.08000E+03  5.55428E-01  8.72887E-01  7.19038E-01  8.62752E-01  8.67536E-01  8.53711E-01
  5.09000E+03  5.55405E-01  8.71102E-01  7.18925E-01  8.60769E-01  8.67413E-01  8.51552E-01
  5.10000E+03  5.55382E-01  8.69323E-01  7.18812E-01  8.58794E-01  8.67290E-01  8.49403E-01
  5.11000E+03  5.55359E-01  8.67551E-01  7.18699E-01  8.56828E-01  8.67167E-01  8.47263E-01
  5.12000E+03  5.55337E-01  8.65787E-01  7.18587E-01  8.54870E-01  8.67045E-01  8.45133E-01
  5.13000E+03  5.55314E-01  8.64030E-01  7.18475E-01  8.52920E-01  8.66922E-01  8.43013E-01
  5.14000E+03  5.55291E-01  8.62279E-01  7.18363E-01  8.50979E-01  8.66800E-01  8.40902E-01
  5.15000E+03  5.55268E-01  8.60536E-01  7.18251E-01  8.49046E-01  8.66679E-01  8.38800E-01
  5.16000E+03  5.55246E-01  8.58799E-01  7.18140E-01  8.47121E-01  8.66557E-01  8.36707E-01
  5.17000E+03  5.55223E-01  8.57069E-01  7.18028E-01  8.45203E-01  8.66436E-01  8.34624E-01
  5.18000E+03  5.55200E-01  8.55347E-01  7.17917E-01  8.43295E-01  8.66315E-01  8.32550E-01
  5.19000E+03  5.55178E-01  8.53630E-01  7.17807E-01  8.41393E-01  8.66194E-01  8.30485E-01
  5.20000E+03  5.55155E-01  8.51921E-01  7.17696E-01  8.39500E-01  8.66073E-01  8.28429E-01
  5.21000E+03  5.55133E-01  8.50218E-01  7.17586E-01  8.37615E-01  8.65953E-01  8.26382E-01
  5.22000E+03  5.55111E-01  8.48522E-01  7.17476E-01  8.35738E-01  8.65833E-01  8.24345E-01
  5.23000E+03  5.55088E-01  8.46833E-01  7.17366E-01  8.33868E-01  8.65713E-01  8.22316E-01
  5.24000E+03  5.55066E-01  8.45150E-01  7.17256E-01  8.32006E-01  8.65594E-01  8.20296E-01
  5.25000E+03  5.55044E-01  8.43474E-01  7.17147E-01  8.30152E-01  8.65475E-01  8.18284E-01
  5.26000E+03  5.55021E-01  8.41804E-01  7.17038E-01  8.28306E-01  8.65355E-01  8.16282E-01
  5.27000E+03  5.54999E-01  8.40141E-01  7.16929E-01  8.26467E-01  8.65237E-01  8.14288E-01
  5.28000E+03  5.54977E-01  8.38484E-01  7.16820E-01  8.24636E-01  8.65118E-01  8.12303E-01
  5.29000E+03  5.54955E-01  8.36833E-01  7.16711E-01  8.22812E-01  8.65000E-01  8.10326E-01
  5.30000E+03  5.54933E-01  8.35189E-01  7.16603E-01  8.20995E-01  8.64882E-01  8.08358E-01
  5.31000E+03  5.54911E-01  8.33551E-01  7.16495E-01  8.19186E-01  8.64764E-01  8.06399E-01
  5.32000E+03  5.54889E-01  8.31920E-01  7.16387E-01  8.17385E-01  8.64646E-01  8.04447E-01
  5.33000E+03  5.54867E-01  8.30294E-01  7.16280E-01  8.15591E-01  8.64529E-01  8.02505E-01
  5.34000E+03  5.54845E-01  8.28675E-01  7.16172E-01  8.13804E-01  8.64412E-01  8.00570E-01
  5.35000E+03  5.54823E-01  8.27062E-01  7.16065E-01  8.12024E-01  8.64295E-01  7.98644E-01
  5.36000E+03  5.54802E-01  8.25456E-01  7.15958E-01  8.10252E-01  8.64178E-01  7.96726E-01
  5.37000E+03  5.54780E-01  8.23855E-01  7.15851E-01  8.08486E-01  8.64062E-01  7.94816E-01
  5.38000E+03  5.54758E-01  8.22260E-01  7.15745E-01  8.06728E-01  8.63946E-01  7.92914E-01
  5.39000E+03  5.54736E-01  8.20672E-01  7.15638E-01  8.04977E-01  8.63830E-01  7.91021E-01
  5.40000E+03  5.54715E-01  8.19089E-01  7.15532E-01  8.03233E-01  8.63714E-01  7.89135E-01
  5.41000E+03  5.54693E-01  8.17513E-01  7.15426E-01  8.01496E-01  8.63598E-01  7.87258E-01
  5.42000E+03  5.54672E-01  8.15942E-01  7.15321E-01  7.99766E-01  8.63483E-01  7.85388E-01
  5.43000E+03  5.54650E-01  8.14377E-01  7.15215E-01  7.98042E-01  8.63368E-01  7.83526E-01
  5.44000E+03  5.54629E-01  8.12818E-01  7.15110E-01  7.96326E-01  8.63253E-01  7.81672E-01
  5.45000E+03  5.54607E-01  8.11265E-01  7.15005E-01  7.94617E-01  8.63139E-01  7.79826E-01
  5.46000E+03  5.54586E-01  8.09718E-01  7.14900E-01  7.92914E-01  8.63024E-01  7.77987E-01
  5.47000E+03  5.54564E-01  8.08177E-01  7.14795E-01  7.91218E-01  8.62910E-01  7.76156E-01
  5.48000E+03  5.54543E-01  8.06641E-01  7.14691E-01  7.89529E-01  8.62796E-01  7.74333E-01
  5.49000E+03  5.54522E-01  8.05111E-01  7.14587E-01  7.87846E-01  8.62682E-01  7.72518E-01
  5.50000E+03  5.54501E-01  8.03587E-01  7.14482E-01  7.86170E-01  8.62569E-01  7.70710E-01
  5.51000E+03  5.54432E-01  8.01656E-01  7.14261E-01  7.83680E-01  8.62434E-01  7.67682E-01
  5.52000E+03  5.54363E-01  7.99733E-01  7.14041E-01  7.81203E-01  8.62299E-01  7.64671E-01
  5.53000E+03  5.54295E-01  7.97817E-01  7.13820E-01  7.78737E-01  8.62164E-01  7.61678E-01
  5.54000E+03  5.54226E-01  7.95910E-01  7.13601E-01  7.76284E-01  8.62030E-01  7.58702E-01
  5.55000E+03  5.54158E-01  7.94011E-01  7.13381E-01  7.73842E-01  8.61896E-01  7.55742E-01
  5.56000E+03  5.54090E-01  7.92120E-01  7.13162E-01  7.71413E-01  8.61762E-01  7.52800E-01
  5.57000E+03  5.54022E-01  7.90237E-01  7.12944E-01  7.68996E-01  8.61628E-01  7.49874E-01
  5.58000E+03  5.53954E-01  7.88361E-01  7.12726E-01  7.66591E-01  8.61495E-01  7.46964E-01
  5.59000E+03  5.53886E-01  7.86494E-01  7.12509E-01  7.64197E-01  8.61362E-01  7.44072E-01
  5.60000E+03  5.53818E-01  7.84634E-01  7.12291E-01  7.61816E-01  8.61229E-01  7.41195E-01
  5.61000E+03  5.53751E-01  7.82782E-01  7.12075E-01  7.59446E-01  8.61096E-01  7.38335E-01
  5.62000E+03  5.53683E-01  7.80937E-01  7.11859E-01  7.57087E-01  8.60964E-01  7.35491E-01
  5.63000E+03  5.53616E-01  7.79100E-01  7.11643E-01  7.54740E-01  8.60832E-01  7.32663E-01
  5.64000E+03  5.53549E-01  7.77271E-01  7.11428E-01  7.52404E-01  8.60700E-01  7.29850E-01
  5.65000E+03  5.53482E-01  7.75449E-01  7.11213E-01  7.50080E-01  8.60569E-01  7.27054E-01
  5.66000E+03  5.53415E-01  7.73635E-01  7.10999E-01  7.47767E-01  8.60437E-01  7.24273E-01
  5.67000E+03  5.53348E-01  7.71828E-01  7.10785E-01  7.45465E-01  8.60306E-01  7.21508E-01
  5.68000E+03  5.53282E-01  7.70028E-01  7.10571E-01  7.43175E-01  8.60175E-01  7.18758E-01
  5.69000E+03  5.53215E-01  7.68236E-01  7.10358E-01  7.40895E-01  8.60045E-01  7.16023E-01
  5.70000E+03  5.53149E-01  7.66451E-01  7.10146E-01  7.38627E-01  8.59915E-01  7.13303E-01
  5.71000E+03  5.53083E-01  7.64674E-01  7.09934E-01  7.36369E-01  8.59785E-01  7.10599E-01
  5.72000E+03  5.53016E-01  7.62903E-01  7.09722E-01  7.34122E-01  8.59655E-01  7.07909E-01
  5.73000E+03  5.52950E-01  7.61140E-01  7.09511E-01  7.31886E-01  8.59525E-01  7.05235E-01
  5.74000E+03  5.52885E-01  7.59384E-01  7.09300E-01  7.29660E-01  8.59396E-01  7.02575E-01
  5.76000E+03  5.52753E-01  7.55893E-01  7.08879E-01  7.25241E-01  8.59138E-01  6.97299E-01
  5.78000E+03  5.52622E-01  7.52431E-01  7.08461E-01  7.20864E-01  8.58881E-01  6.92081E-01
  5.80000E+03  5.52492E-01  7.48996E-01  7.08044E-01  7.16528E-01  8.58625E-01  6.86919E-01
  5.82000E+03  5.52362E-01  7.45588E-01  7.07628E-01  7.12233E-01  8.58370E-01  6.81814E-01
  5.84000E+03  5.52232E-01  7.42207E-01  7.07215E-01  7.07979E-01  8.58116E-01  6.76764E-01
  5.86000E+03  5.52103E-01  7.38854E-01  7.06803E-01  7.03764E-01  8.57863E-01  6.71768E-01
  5.88000E+03  5.51975E-01  7.35527E-01  7.06392E-01  6.99589E-01  8.57611E-01  6.66826E-01
  5.90000E+03  5.51847E-01  7.32226E-01  7.05983E-01  6.95452E-01  8.57360E-01  6.61937E-01
  5.92000E+03  5.51719E-01  7.28951E-01  7.05576E-01  6.91354E-01  8.57109E-01  6.57101E-01
  5.94000E+03  5.51592E-01  7.25701E-01  7.05171E-01  6.87294E-01  8.56860E-01  6.52315E-01
  5.96000E+03  5.51465E-01  7.22477E-01  7.04767E-01  6.83271E-01  8.56611E-01  6.47581E-01
  5.98000E+03  5.51339E-01  7.19278E-01  7.04365E-01  6.79285E-01  8.56364E-01  6.42896E-01
  6.00000E+03  5.51213E-01  7.16104E-01  7.03964E-01  6.75335E-01  8.56117E-01  6.38261E-01
  6.02000E+03  5.51088E-01  7.12954E-01  7.03565E-01  6.71421E-01  8.55871E-01  6.33675E-01
  6.04000E+03  5.50963E-01  7.09828E-01  7.03167E-01  6.67543E-01  8.55626E-01  6.29136E-01
  6.06000E+03  5.50839E-01  7.06727E-01  7.02771E-01  6.63700E-01  8.55382E-01  6.24645E-01
  6.08000E+03  5.50715E-01  7.03649E-01  7.02376E-01  6.59892E-01  8.55139E-01  6.20201E-01
  6.10000E+03  5.50591E-01  7.00595E-01  7.01983E-01  6.56118E-01  8.54897E-01  6.15803E-01
  6.12000E+03  5.50468E-01  6.97563E-01  7.01592E-01  6.52378E-01  8.54656E-01  6.11450E-01
  6.14000E+03  5.50345E-01  6.94555E-01  7.01201E-01  6.48671E-01  8.54415E-01  6.07142E-01
  6.16000E+03  5.50223E-01  6.91569E-01  7.00813E-01  6.44997E-01  8.54175E-01  6.02878E-01
  6.18000E+03  5.50101E-01  6.88606E-01  7.00426E-01  6.41356E-01  8.53936E-01  5.98658E-01
  6.20000E+03  5.49979E-01  6.85665E-01  7.00040E-01  6.37747E-01  8.53698E-01  5.94481E-01
  6.22000E+03  5.49858E-01  6.82746E-01  6.99656E-01  6.34170E-01  8.53461E-01  5.90346E-01
  6.24000E+03  5.49738E-01  6.79849E-01  6.99273E-01  6.30624E-01  8.53225E-01  5.86253E-01
  6.26000E+03  5.49618E-01  6.76973E-01  6.98892E-01  6.27110E-01  8.52989E-01  5.82201E-01
  6.28000E+03  5.49498E-01  6.74119E-01  6.98512E-01  6.23626E-01  8.52754E-01  5.78191E-01
  6.30000E+03  5.49378E-01  6.71286E-01  6.98133E-01  6.20172E-01  8.52520E-01  5.74220E-01
  6.32000E+03  5.49259E-01  6.68473E-01  6.97756E-01  6.16749E-01  8.52287E-01  5.70290E-01
  6.34000E+03  5.49141E-01  6.65681E-01  6.97381E-01  6.13355E-01  8.52055E-01  5.66398E-01
  6.36000E+03  5.49023E-01  6.62910E-01  6.97006E-01  6.09990E-01  8.51824E-01  5.62545E-01
  6.38000E+03  5.48905E-01  6.60158E-01  6.96633E-01  6.06654E-01  8.51593E-01  5.58731E-01
  6.40000E+03  5.48787E-01  6.57427E-01  6.96262E-01  6.03347E-01  8.51363E-01  5.54954E-01
  6.42000E+03  5.48670E-01  6.54715E-01  6.95892E-01  6.00068E-01  8.51134E-01  5.51214E-01
  6.44000E+03  5.48554E-01  6.52023E-01  6.95523E-01  5.96817E-01  8.50905E-01  5.47511E-01
  6.46000E+03  5.48438E-01  6.49350E-01  6.95155E-01  5.93594E-01  8.50678E-01  5.43844E-01
  6.48000E+03  5.48322E-01  6.46697E-01  6.94789E-01  5.90398E-01  8.50451E-01  5.40213E-01
  6.50000E+03  5.48206E-01  6.44062E-01  6.94424E-01  5.87229E-01  8.50225E-01  5.36617E-01
  6.52000E+03  5.48091E-01  6.41447E-01  6.94061E-01  5.84086E-01  8.49999E-01  5.33056E-01
  6.54000E+03  5.47976E-01  6.38849E-01  6.93698E-01  5.80970E-01  8.49775E-01  5.29530E-01
  6.56000E+03  5.47862E-01  6.36271E-01  6.93337E-01  5.77881E-01  8.49551E-01  5.26037E-01
  6.58000E+03  5.47751E-01  6.34158E-01  6.93032E-01  5.75436E-01  8.49333E-01  5.23296E-01
  6.60000E+03  5.47640E-01  6.32108E-01  6.92734E-01  5.73078E-01  8.49117E-01  5.20655E-01
  6.62000E+03  5.47530E-01  6.30070E-01  6.92436E-01  5.70736E-01  8.48902E-01  5.18035E-01
  6.64000E+03  5.47420E-01  6.28046E-01  6.92140E-01  5.68410E-01  8.48687E-01  5.15437E-01
  6.66000E+03  5.47310E-01  6.26033E-01  6.91845E-01  5.66101E-01  8.48473E-01  5.12859E-01
  6.68000E+03  5.47201E-01  6.24034E-01  6.91551E-01  5.63809E-01  8.48260E-01  5.10302E-01
  6.70000E+03  5.47092E-01  6.22046E-01  6.91257E-01  5.61532E-01  8.48047E-01  5.07765E-01
  6.72000E+03  5.46984E-01  6.20071E-01  6.90965E-01  5.59271E-01  8.47835E-01  5.05248E-01
  6.74000E+03  5.46876E-01  6.18108E-01  6.90674E-01  5.57026E-01  8.47624E-01  5.02752E-01
  6.76000E+03  5.46768E-01  6.16157E-01  6.90384E-01  5.54797E-01  8.47414E-01  5.00275E-01
  6.78000E+03  5.46660E-01  6.14218E-01  6.90094E-01  5.52583E-01  8.47204E-01  4.97817E-01
  6.80000E+03  5.46553E-01  6.12290E-01  6.89806E-01  5.50385E-01  8.46994E-01  4.95378E-01
  6.82000E+03  5.46446E-01  6.10375E-01  6.89519E-01  5.48202E-01  8.46786E-01  4.92959E-01
  6.84000E+03  5.46340E-01  6.08470E-01  6.89232E-01  5.46033E-01  8.46578E-01  4.90559E-01
  6.86000E+03  5.46233E-01  6.06578E-01  6.88947E-01  5.43880E-01  8.46371E-01  4.88177E-01
  6.88000E+03  5.46128E-01  6.04696E-01  6.88662E-01  5.41741E-01  8.46164E-01  4.85813E-01
  6.90000E+03  5.46022E-01  6.02826E-01  6.88379E-01  5.39617E-01  8.45958E-01  4.83468E-01
  6.92000E+03  5.45917E-01  6.00968E-01  6.88096E-01  5.37508E-01  8.45753E-01  4.81141E-01
  6.94000E+03  5.45812E-01  5.99120E-01  6.87814E-01  5.35412E-01  8.45548E-01  4.78832E-01
  6.96000E+03  5.45707E-01  5.97283E-01  6.87534E-01  5.33331E-01  8.45344E-01  4.76540E-01
  6.98000E+03  5.45603E-01  5.95457E-01  6.87254E-01  5.31264E-01  8.45141E-01  4.74266E-01
  7.00000E+03  5.45499E-01  5.93642E-01  6.86975E-01  5.29211E-01  8.44938E-01  4.72010E-01
  7.02000E+03  5.45214E-01  5.91108E-01  6.86422E-01  5.26448E-01  8.44410E-01  4.69020E-01
  7.04000E+03  5.44930E-01  5.88591E-01  6.85871E-01  5.23707E-01  8.43884E-01  4.66057E-01
  7.06000E+03  5.44647E-01  5.86092E-01  6.85321E-01  5.20989E-01  8.43360E-01  4.63122E-01
  7.08000E+03  5.44365E-01  5.83611E-01  6.84774E-01  5.18292E-01  8.42838E-01  4.60213E-01
  7.10000E+03  5.44083E-01  5.81147E-01  6.84229E-01  5.15616E-01  8.42317E-01  4.57331E-01
  7.12000E+03  5.43803E-01  5.78701E-01  6.83686E-01  5.12962E-01  8.41798E-01  4.54475E-01
  7.14000E+03  5.43523E-01  5.76271E-01  6.83144E-01  5.10329E-01  8.41281E-01  4.51644E-01
  7.16000E+03  5.43245E-01  5.73859E-01  6.82605E-01  5.07717E-01  8.40766E-01  4.48839E-01
  7.18000E+03  5.42967E-01  5.71463E-01  6.82068E-01  5.05125E-01  8.40252E-01  4.46059E-01
  7.20000E+03  5.42691E-01  5.69084E-01  6.81532E-01  5.02554E-01  8.39740E-01  4.43304E-01
  7.22000E+03  5.42415E-01  5.66722E-01  6.80998E-01  5.00003E-01  8.39230E-01  4.40574E-01
  7.24000E+03  5.42140E-01  5.64375E-01  6.80467E-01  4.97471E-01  8.38722E-01  4.37868E-01
  7.26000E+03  5.41866E-01  5.62045E-01  6.79937E-01  4.94960E-01  8.38215E-01  4.35186E-01
  7.28000E+03  5.41593E-01  5.59731E-01  6.79409E-01  4.92468E-01  8.37710E-01  4.32527E-01
  7.30000E+03  5.41321E-01  5.57433E-01  6.78883E-01  4.89995E-01  8.37207E-01  4.29893E-01
  7.32000E+03  5.41049E-01  5.55150E-01  6.78358E-01  4.87542E-01  8.36705E-01  4.27281E-01
  7.34000E+03  5.40779E-01  5.52883E-01  6.77836E-01  4.85108E-01  8.36205E-01  4.24692E-01
  7.36000E+03  5.40509E-01  5.50632E-01  6.77315E-01  4.82692E-01  8.35707E-01  4.22126E-01
  7.38000E+03  5.40240E-01  5.48395E-01  6.76797E-01  4.80295E-01  8.35210E-01  4.19582E-01
  7.40000E+03  5.39973E-01  5.46174E-01  6.76280E-01  4.77916E-01  8.34715E-01  4.17061E-01
  7.42000E+03  5.39706E-01  5.43968E-01  6.75764E-01  4.75555E-01  8.34222E-01  4.14561E-01
  7.44000E+03  5.39439E-01  5.41776E-01  6.75251E-01  4.73212E-01  8.33730E-01  4.12083E-01
  7.46000E+03  5.39174E-01  5.39599E-01  6.74739E-01  4.70887E-01  8.33240E-01  4.09627E-01
  7.48000E+03  5.38910E-01  5.37437E-01  6.74229E-01  4.68580E-01  8.32752E-01  4.07191E-01
